,Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,LSA Topic 0,LSA Topic 1,LSA Topic 2,LSA Topic 3,LDA Topic 0,LDA Topic 1,LDA Topic 2,LDA Topic 3
34,337489,"['refunding', 'credit']",06-12-15,06-Dec-15,3:59:57 PM,Internet,Alpharetta,Georgia,30005,Solved,No,0.0018381617683528842,-0.0004410932265205639,0.001953278571842733,0.0004367911205822383,0.22154994700982342,0.2215321534161174,0.32958844237109136,0.22732945720296774
35,354116,[],20-06-15,20-Jun-15,5:03:09 PM,Internet,Alpharetta,Georgia,30022,Solved,No,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
36,371829,['service'],29-06-15,29-Jun-15,11:23:38 AM,Internet,Alpharetta,Georgia,30005,Closed,No,0.4725752914449293,-0.13100836846366387,0.12189717309965395,0.7920265101233847,0.2528985758952986,0.306710365363206,0.2391113375662327,0.20127972117526266
37,373874,[],30-06-15,30-Jun-15,12:24:57 AM,Customer Care Call,Alvin,Texas,77511,Solved,No,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
38,300824,"['internet', ',', 'billing', 'servie', 'issue']",21-05-15,21-May-15,9:34:19 AM,Customer Care Call,Ambridge,Pennsylvania,15003,Open,No,0.33664928992219656,-0.07507006093982099,0.2390852297690713,-0.1853887344054761,0.21108327860545462,0.40278629658195053,0.19849877748173905,0.18763164733085574
39,348923,"['blocking', 'directv', 'signal']",18-06-15,18-Jun-15,1:50:02 PM,Customer Care Call,Ambridge,Pennsylvania,15003,Open,No,0.002096562620489842,-0.0005271999061998447,-0.0005883620471015541,0.001909846022056049,0.2140965499255982,0.35025523926034013,0.224428852630201,0.21121935818386064
40,302574,['pmts'],21-05-15,21-May-15,8:53:29 PM,Internet,Amesbury,Massachusetts,1913,Open,No,1.90525962160744e-34,6.177264098318029e-34,-6.517666739930729e-32,-6.203160746123799e-30,0.24815702787977403,0.24888835359712042,0.2493769326265636,0.25357768589654195
41,343346,"['slow', 'internet', 'speed']",16-06-15,16-Jun-15,1:45:58 PM,Internet,Amherst,New Hampshire,3031,Open,No,0.4544793003964561,-0.08083729747528501,-0.3055999343601985,-0.3003769028187918,0.30889143432869814,0.1872465724841792,0.33004681314155,0.17381518004557264
42,286768,"['getting', 'paying', 'internet']",05-12-15,05-Dec-15,9:06:01 PM,Customer Care Call,Andover,Minnesota,55304,Solved,No,0.1991274860278713,-0.03271959575849772,-0.12036645713136833,-0.08138411474913404,0.2127542280622375,0.1918283616775806,0.4079702320120594,0.1874471782481225
43,223179,"['bandwidth', 'every', 'evening', 'drop', '10', '%', 'promised', 'business']",04-08-15,04-Aug-15,1:04:24 AM,Internet,Angels Camp,California,95222,Closed,No,0.009882634221328799,0.0004829308617625668,-0.0008858410900464736,0.00022422975646595885,0.24590310991458164,0.20923992242967665,0.32507686807882175,0.21978009957692013
44,235980,"['isp', 'dishonest', 'speed']",14-04-15,14-Apr-15,8:57:50 PM,Customer Care Call,Angels Camp,California,95222,Closed,No,0.07321124653695758,-0.009266587941748759,-0.050415636021363106,-0.08174045265135584,0.27584709962665976,0.22606246141617048,0.20465253754901716,0.2934379014081527
45,236469,"['deceptive', 'sales-', 'change', 'billing', 'amount', 'etc', '.']",15-04-15,15-Apr-15,10:16:14 AM,Internet,Ann Arbor,Michigan,48104,Closed,No,0.06166751939000579,-0.01763755947565878,0.15698576692130412,-0.06409109976119665,0.21253769007374526,0.3411058255958909,0.23189524496888614,0.2144612393614778
46,288602,"['billing', 'dispute']",13-05-15,13-May-15,6:20:32 PM,Internet,Ann Arbor,Michigan,48105,Closed,No,0.13399058562591726,-0.04003059845003544,0.3523777043385461,-0.1484665561150662,0.18862701084437394,0.4341129479300756,0.1886017654667314,0.18865827575881905
47,309379,[],27-05-15,27-May-15,1:50:37 PM,Internet,Ann Arbor,Michigan,48105,Solved,No,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
48,351079,"['billing', 'service', 'issue']",19-06-15,19-Jun-15,9:19:46 AM,Internet,Ann Arbor,Michigan,48105,Solved,No,0.4817510352955564,-0.13846891405451994,0.6647445635680348,0.1782370231204876,0.18214848264512878,0.4662320571445438,0.17973913978160394,0.17188032042872362
49,366705,"['cable', 'price', 'rising']",25-06-15,25-Jun-15,6:17:58 PM,Internet,Ann Arbor,Michigan,48103,Solved,No,0.033731977766350785,-0.004821979014733557,-0.017812388267457856,-0.011549034926072219,0.2114015639106902,0.26473861775310314,0.3169074282897098,0.2069523900464968
50,368705,"['service', 'issue']",26-06-15,26-Jun-15,3:56:18 PM,Internet,Annapolis,Maryland,21401,Solved,No,0.3775869822791557,-0.10674876653261176,0.27978599634469237,0.43114341593764793,0.1988309133233427,0.422307011384821,0.19535455722807143,0.18350751806376484
51,347369,"['hbo', 'go', 'playstation', '4']",17-06-15,17-Jun-15,8:41:23 PM,Internet,Annville,Pennsylvania,17003,Solved,No,0.0010170863848383417,-0.00015271159909006262,-0.0007826407435378097,-0.0006015402269664743,0.17482523434034986,0.4752510967477447,0.17485100372671192,0.17507266518519352
52,291784,"['internet', 'connectivity']",15-05-15,15-May-15,1:07:11 PM,Customer Care Call,Anoka,Minnesota,55303,Solved,No,0.26807440118872367,-0.0437155349625162,-0.16439869654199255,-0.12338035821906614,0.29338257244525207,0.22867287648832516,0.2753804021283236,0.20256414893809915
53,308478,"['email', 'issue']",26-05-15,26-May-15,9:45:02 PM,Customer Care Call,Antioch,California,94509,Solved,No,0.08434802015400612,-0.02487324449790284,0.14280019663888596,0.013075956042558453,0.19892449309986604,0.3733871882737954,0.21083769820208714,0.21685062042425152
54,309851,['monopoly'],27-05-15,27-May-15,4:24:46 PM,Internet,Antioch,Tennessee,37013,Solved,No,0.009061211446756529,-0.0003579860853799678,-0.0006218571388384055,-0.0025147571862099358,0.39955727466048263,0.19999426370159012,0.20011395651073344,0.2003345051271938
55,367342,"['complaint', 'xfinity/comcast']",26-06-15,26-Jun-15,2:38:50 AM,Internet,Aptos,California,95003,Closed,No,0.08825173209337636,-0.003753577115987821,0.04205421373946927,0.042352605286044974,0.27927469270566624,0.18023000560284538,0.3426782240094773,0.1978170776820111
56,227209,"['credit', 'cancellation', 'received', 'year']",04-09-15,04-Sep-15,4:40:05 PM,Customer Care Call,Arlington,Virginia,22202,Closed,No,0.003738202964132343,-0.00037228568322689333,0.002247825831398112,0.004045039499288916,0.1984473677660301,0.19539198264409746,0.41135004558045385,0.19481060400941852
57,266376,"['false', 'promise']",30-04-15,30-Apr-15,1:06:52 PM,Internet,Arlington,Virginia,22206,Closed,No,0.005895512358007211,-0.0015874978799340549,0.0037659925893120698,0.004710786625050029,0.2095132994114594,0.32517334681808646,0.22212098985751666,0.24319236391293744
58,325273,"['blocking', 'udp', 'port', '443']",06-05-15,06-May-15,1:02:10 PM,Customer Care Call,Arlington,Virginia,22206,Closed,Yes,0.0006477996552061694,-0.00018663028622456447,7.892384472011908e-05,0.001572894296757391,0.21720357332638093,0.34149836346621204,0.2184149792361434,0.2228830839712635
59,342435,['issue'],15-06-15,15-Jun-15,10:39:15 PM,Internet,Arlington,Virginia,22206,Solved,No,0.14586988785476573,-0.04289980137615184,0.2541637826567771,0.0050305639309839185,0.19664464767087517,0.4101604177731259,0.19656710005431297,0.196627834501686
60,348514,"['refuse', 'schedule', 'future', 'service', 'stoppage']",18-06-15,18-Jun-15,12:02:57 PM,Internet,Arlington,Virginia,22204,Solved,No,0.07928425139559682,-0.02174598361380955,0.020524649614381964,0.1340209685518027,0.23744567535790695,0.24658547782829623,0.2825713301501582,0.23339751666363848
61,352100,[],19-06-15,19-Jun-15,2:36:57 PM,Internet,Arlington,Virginia,22206,Open,No,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
62,355887,['overbilling'],22-06-15,22-Jun-15,1:45:40 PM,Customer Care Call,Arlington,Virginia,22207,Solved,Yes,0.0006361825155392576,-0.00021197461312785643,0.002337702448355201,-0.001353618430245689,0.23407113342893535,0.2569560759047297,0.2587827028948267,0.25019008777150814
63,356118,"['-', 'failure', 'provide', 'service', ',', 'refusal', 'void', 'contract']",22-06-15,22-Jun-15,2:41:05 PM,Customer Care Call,Arlington,Virginia,22206,Solved,No,0.09270674401633873,-0.025225975007892507,0.025745809955110673,0.15767015318279345,0.2101726398185878,0.3014041423287232,0.30025905873126807,0.1881641591214208
64,363869,"['spotty', 'service']",25-06-15,25-Jun-15,8:03:27 AM,Customer Care Call,Arlington,Virginia,22202,Solved,No,0.15067476026615695,-0.04177960001229264,0.038282753385759205,0.2530527329683885,0.25259874124606807,0.2641393479558923,0.26011107303929765,0.22315083775874206
65,369398,"['without', 'service', 'despite', 'willingness', 'pay']",26-06-15,26-Jun-15,9:09:12 PM,Customer Care Call,Arlington,Virginia,22204,Open,No,0.09110988857109112,-0.024442370462626657,0.021096912043063274,0.14854333065893885,0.3036765822962908,0.2254570327914484,0.2616026867935899,0.209263698118671
66,226231,"['issue', 'xfinity/comcast']",04-09-15,04-Sep-15,12:24:32 PM,Customer Care Call,Arlington Heights,Illinois,60004,Closed,No,0.12530500352440704,-0.01730422057099773,0.14802537117061126,0.03923475201403101,0.1737817202545484,0.2864874160374635,0.34202520165651,0.1977056620514781
67,241880,"['cable', 'modem', 'rent', 'internet', 'access']",17-04-15,17-Apr-15,3:48:16 PM,Internet,Arlington Heights,Illinois,60004,Closed,No,0.16838027811067238,-0.026448147261963206,-0.09877591680812313,-0.07259346455666217,0.21113873537646183,0.20950213808461557,0.3994321442231864,0.17992698231573623
68,360187,['comcast/xfinity'],23-06-15,23-Jun-15,9:27:28 PM,Customer Care Call,Arvada,Colorado,80004,Solved,No,0.056137395868285776,0.006601853706995931,0.014688649150980499,0.043215213269826004,0.18444205708068345,0.19113781817981587,0.4119739011226516,0.21244622361684914
69,223960,"['speed', 'issue']",04-08-15,04-Aug-15,12:53:45 PM,Internet,Ashland,Virginia,23005,Closed,No,0.24895112169515093,-0.05972087769731686,0.08561049978454673,-0.1510022214175537,0.2834882870227213,0.3495926026242032,0.18540946936886155,0.18150964098421382
70,355934,['&'],22-06-15,22-Jun-15,1:58:04 PM,Customer Care Call,Athens,Tennessee,37303,Solved,No,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
71,211976,"['fraudulent', 'claim', 'reported', 'collection', 'agency']",04-01-15,04-Jan-15,1:26:53 PM,Customer Care Call,Atlanta,Georgia,30312,Closed,No,0.004545783117124071,-0.0012115917708255975,0.01038660834218369,-0.004220221082804489,0.20985613019198981,0.21313547425829021,0.3668720206652349,0.210136374884485
72,243998,"['using', 'data', 'cap', 'take', 'however', 'much', 'money', 'like']",19-04-15,19-Apr-15,10:49:13 PM,Internet,Atlanta,Georgia,30097,Closed,No,0.052748099360038984,0.24998632653702496,0.010786486946980867,0.007510207998700137,0.20271737851561503,0.19252753980742288,0.20856279974460798,0.39619228193235406
73,265755,"['data', 'cap']",30-04-15,30-Apr-15,8:50:19 AM,Customer Care Call,Atlanta,Georgia,30339,Closed,No,0.2001240084888291,0.9683477320782697,0.044446840844545664,0.029808778734014323,0.1799404491509552,0.1799396303683002,0.17994395407688446,0.4601759664038603
74,230907,"['speed', 'service']",04-11-15,04-Nov-15,8:30:03 PM,Customer Care Call,Atlanta,Georgia,30319,Closed,No,0.4490722073687931,-0.11084207059558307,-0.057312742051511725,0.2770140213057012,0.378208697177997,0.2332445936017501,0.2046070543580818,0.1839396548621711
75,231273,"[""'s"", 'monopolistic', 'practice', 'data', 'capping']",04-12-15,04-Dec-15,3:22:03 PM,Internet,Atlanta,Georgia,30315,Closed,No,0.06438774550621537,0.2012966817071357,0.08782486155294694,-0.04563256878523581,0.1906948944397946,0.2111457097208049,0.18456151157780318,0.41359788426159727
76,231292,"['data', 'cap', '``', 'trial', ""''""]",04-12-15,04-Dec-15,3:45:26 PM,Internet,Atlanta,Georgia,30316,Closed,No,0.11371499162495312,0.549631441632848,0.02506803201301254,0.016805431263528396,0.1809885692883281,0.181127456612452,0.1812547359037592,0.4566292381954607
77,231377,"['billing', 'problem']",04-12-15,04-Dec-15,6:18:10 PM,Internet,Atlanta,Georgia,30308,Closed,No,0.1837068884083604,-0.04850921703786915,0.40818259711227617,-0.17592151563887654,0.1878782825499032,0.30437294465230275,0.3214225114807868,0.18632626131700733
78,252681,"['need', 'competition']",23-04-15,23-Apr-15,2:26:10 PM,Customer Care Call,Atlanta,Georgia,30315,Closed,No,0.0018552690059597992,0.000638412785514582,0.0007483326194908107,-0.001165014485341859,0.2387559894913536,0.2263021197183277,0.2322165448061872,0.3027253459841316
79,268101,"['services/billing', 'issue']",05-01-15,05-Jan-15,10:00:59 AM,Customer Care Call,Atlanta,Georgia,30316,Solved,No,0.16983753317278402,-0.050264222913947616,0.3878972875662062,-0.11539538700484456,0.18614812926039928,0.4381461513226647,0.1888331123159569,0.18687260710097917
80,269066,"['incorrect', 'bill']",05-01-15,05-Jan-15,3:43:37 PM,Customer Care Call,Atlanta,Georgia,30317,Solved,No,0.013368725178709316,-0.0029650153109902202,0.007431434739294807,-0.0028202616270257357,0.28472601043690376,0.32033749977370446,0.19479585941536276,0.200140630374029
81,273420,"['legality', 'data', 'cap']",05-05-15,05-May-15,11:58:26 AM,Internet,Atlanta,Georgia,30315,Closed,No,0.10361734628677635,0.5018416039789104,0.023066133292058588,0.015510558239466427,0.19308373069088888,0.19348583501026026,0.19331297285639024,0.4201174614424606
82,278509,"['data', 'cap']",05-07-15,05-Jul-15,2:55:45 PM,Internet,Atlanta,Georgia,30363,Open,No,0.2001240084888291,0.9683477320782697,0.044446840844545664,0.029808778734014323,0.1799404491509552,0.1799396303683002,0.17994395407688446,0.4601759664038603
83,279656,"['added', 'service', 'declined']",05-08-15,05-Aug-15,8:47:45 AM,Internet,Atlanta,Georgia,30345,Solved,No,0.11062414215987536,-0.030685993362272495,0.02860987878529027,0.18692872099839772,0.2560716426638932,0.25769458158125313,0.2525128335582666,0.23372094219658696
84,288771,"['misled', 'overage', 'policy']",13-05-15,13-May-15,7:55:53 PM,Internet,Atlanta,Georgia,30317,Open,No,0.005697484570328078,0.013324447839097295,0.0005698640659945178,-0.002704729078622004,0.19992735207447163,0.2041248596822052,0.207691906126659,0.3882558821166641
85,293512,"['cable', 'service', 'telephone', 'connect', 'complete']",16-05-15,16-May-15,4:29:33 PM,Customer Care Call,Atlanta,Georgia,30311,Solved,Yes,0.10067136476495739,-0.026085096269953673,0.013582774104710408,0.13808372265871915,0.2134822291812884,0.22661137583142257,0.35467003293417454,0.2052363620531146
86,297104,"['data', 'cap']",19-05-15,19-May-15,1:51:11 PM,Customer Care Call,Atlanta,Georgia,30305,Solved,No,0.2001240084888291,0.9683477320782697,0.044446840844545664,0.029808778734014323,0.1799404491509552,0.1799396303683002,0.17994395407688446,0.4601759664038603
87,303412,"['wo', ""n't"", 'cancel', 'service']",22-05-15,22-May-15,1:09:51 PM,Customer Care Call,Atlanta,Georgia,30318,Solved,No,0.1289714437292473,-0.035752144235678573,0.03228757349334109,0.21909921750915948,0.21323687523125753,0.21722024884303387,0.3734238571489035,0.1961190187768052
88,304450,"['data', 'cap']",23-05-15,23-May-15,12:05:55 AM,Internet,Atlanta,Georgia,30318,Open,No,0.2001240084888291,0.9683477320782697,0.044446840844545664,0.029808778734014323,0.1799404491509552,0.1799396303683002,0.17994395407688446,0.4601759664038603
89,305137,"['disconnecting', 'service', 'due', 'date']",23-05-15,23-May-15,11:34:43 PM,Internet,Atlanta,Georgia,30324,Open,No,0.09314258006178198,-0.02585032845219518,0.02439648269687749,0.15633083208673576,0.24968767387769697,0.2787238633882603,0.24734390020881034,0.22424456252523237
90,305982,"['data', 'cap']",25-05-15,25-May-15,3:34:56 PM,Internet,Atlanta,Georgia,30309,Open,No,0.2001240084888291,0.9683477320782697,0.044446840844545664,0.029808778734014323,0.1799404491509552,0.1799396303683002,0.17994395407688446,0.4601759664038603
91,307799,[],26-05-15,26-May-15,4:29:57 PM,Customer Care Call,Atlanta,Georgia,30318,Solved,No,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
92,308171,"['unbelievable', 'treatment']",26-05-15,26-May-15,6:40:25 PM,Customer Care Call,Atlanta,Georgia,30310,Solved,No,0.0002168097342356192,-7.179010200257414e-05,0.000457319889378755,0.00023541911956462104,0.2552874152084161,0.24486359665907806,0.24929128579136745,0.25055770234113833
93,312746,"['denial', 'business', '(', 'phone', 'internet', ')', 'service', 'dental', 'practice']",28-05-15,28-May-15,10:35:40 PM,Customer Care Call,Atlanta,Georgia,30324,Solved,No,0.24278372020230804,-0.051760559159953076,-0.00618386546620564,0.05298782068912365,0.32561479314811953,0.2181102117133473,0.25491098922125904,0.20136400591727405
94,311725,"[""'s"", 'terrible', 'service', '-', 'still', 'business', '?']",28-05-15,28-May-15,2:46:47 PM,Internet,Atlanta,Georgia,30309,Solved,No,0.13172386650094833,-0.035958891533861566,0.029939927869856296,0.21104593093227986,0.3116224773266533,0.233053831331827,0.27019914809969,0.18512454324182964
95,313949,"['forcing', 'bank', 'account', 'information', 'suspending', 'service', 'reason', '(', 'also', 'feel', 'like', 'committing', 'corporate', 'theft', ')', '.']",29-05-15,29-May-15,3:56:01 PM,Internet,Atlanta,Georgia,30314,Solved,No,0.049352638588774776,-0.0133976637302289,0.014441710381276705,0.08081693235812572,0.22452164923013085,0.2260702289082297,0.31971870200509667,0.2296894198565429
